artist,album,title,duration,playcount,rating,rating_interpretation
"Mr. B The Gentleman Rhymer","Flattery Not Included","Let Me Smoke My Pipe","2:10","23","4",""
"Fozzy","Chasing The Grail & Remains Alive","Let The Madness Begin","3:48","9","4",""
"Emilie Autumn","Opheliac","Let the Record Show","3:54","18","4",""
"Chase & Status feat. Mali","No More Idols","Let You Go","3:55","24","5","thumbs-up"
"SHINING WIZADO","SHINING WIZADO: Championship Edition","Let's Get Hardcore","2:16","16","4",""
"Emilie Autumn","Opheliac","Liar","6:00","10","4",""
"Disturbed","Believe","Liberate","3:27","9","4",""
"Disturbed","Believe","Liberate","3:26","22","4",""
"People in Planes","As Far As The Eye Can See…","Light For The Deadvine","4:28","16","4",""
"Ellie Goulding","Remix","Lights (Bassnectar Remix)","4:42","35","5","thumbs-up"
"All Left Out","The Conquest","The Lights (Bon Voyage)","3:58","5","4",""
"Katy B","On A Mission","Lights On (feat. Ms Dynamite)","3:25","24","4",""
"The Lonely Island","Incredibad","Like a Boss","1:47","25","5","thumbs-up"
"The Get Up Kids","Another Year On The Streets, Vol. 3","Like A Man Possessed","4:06","17","4",""
"Tegan & Sara","The Con","Like O, Like H","2:40","18","4",""
"Motörhead/Evolution","WWE - The Music Vol.6 - Themeaddict","Line in the Sand","3:42","14","4",""
"Caro Emerald","The Shocking Miss Emerald","Liquid Lunch","4:00","11","4",""
"Harvey Danger","Californication OST","Little Round Mirrors","5:16","3","4",""
"Mark Crozer/Bray Wyatt","WWE","Live In Fear","3:36","14","5","thumbs-up"
"Fozzy","Fozzy","Live Wire","3:18","23","4",""
"Bon Jovi","Cross Road","Livin' On A Prayer","4:12","22","5","thumbs-up"
"Judas Priest","Living After Midnight: The Best Of Judas Priest","Living After Midnight","3:28","29","4",""
"Judas Priest","100 Hits: Rock (Disc 4)","Living After Midnight","3:27","16","4",""
"Finger Eleven","Life Turns Electric","Living In A Dream","3:05","20","4",""
"Biffy Clyro","Puzzle","Living is a Problem Because Everything Dies [Radio Edit]","3:33","22","5","thumbs-up"
"Dreams","Feelings 4 U EP","lnlove.","3:20","30","5","thumbs-up"
"The Clash","The Essential Clash (Disc 2)","London Calling","3:20","15","4",""
"Queen","Deep Cuts Volume 1 (1973-1976)","Long Away","3:34","7","4",""
"Thin Lizzy","Whiskey In The Jar","Look What The Wind Blew In","3:28","8","4",""
"KISS","Love Gun","Love Gun","3:12","29","5","thumbs-up"
"KISS","Symphony: Alive IV","Love Gun","4:26","15","4",""
"The Darkness","Permission to Land","Love Is Only a Feeling","4:20","16","4",""
"Fozzy","Happenstance","L.O.V.E. Machine","4:10","14","4",""
"boyhitscar/Lita","WWE - Forceable Entry","Lovefurypassionenergy","4:47","22","4",""
"Boy Hits Car/Lita","WWE","LoveFuryPassionEnergy (Uncensored)","5:00","27","5","thumbs-up"
"Florence + The Machine","Ceremonials","Lover To Lover","4:03","5","4",""
"The National","Sad Songs for Dirty Lovers","Lucky You","4:23","5","4",""
"Faunts","Mass Effect OST","M4 Part 2","8:18","16","4",""
"DJ Hazard","Machete Bass [EP]","Machete","6:13","4","4",""
"Gary Jules w/Michael Andrews","Trading Snakeoil for Wolftickets","Mad World","3:05","6","4",""
"Andrew Hale","L.A. Noire OST","Main Theme (Piano & Trumpet)","1:27","12","4",""
"Ramin Djawadi","Game Of Thrones Seaon 2 OST","Main Title","1:48","20","4",""
"Ramin Djawadi","Game Of Thrones Seaon 1 OST","Main Title","1:47","20","4",""
"Tyler Bates & Tree Adams","Californication OST","Main Title Theme From Californication","0:46","29","4",""
"Lostprophets","Start Something","Make a Move","3:57","25","5","thumbs-up"
"Joey Negro","Breakdown 2008: Very Best of Euphoric Dance [Disk 3]","Make A Move On Me","4:30","11","4",""
"Skrillex","Make It Bun Dem","Make It Bun Dem (feat. Damian ""Jr. Gong"" Marley)","3:34","13","4",""
"Skrillex","Make It Bun Dem","Make It Bun Dem (feat. Damian ""Jr. Gong"" Marley)","13:03","8","4",""
"Nobuo Uematsu","Final Fantasy VII OST (Disk 1)","Mako Reactor","3:18","19","4",""
"LL Cool J","Mama Said Knock You Out","Mama Said Knock You Out","4:50","27","5","thumbs-up"
"Karen O","","Mammas Don't Let Your Babies Grow Up To Be Cowboys","4:06","12","4",""
"DoC BaTTLE","Space Mountain","The Man","3:04","8","4",""
"Yeah Yeah Yeahs","Fever To Tell","Man","1:50","20","4",""
"Johnny Cash","American IV: The Man Comes Around","The Man Comes Around","4:27","12","4",""
"The Brian Kendrick","WWE","Man With A Plan","2:50","15","4",""
"Emilie Autumn","Laced/Unlaced - Unlaced","Manic Depression","5:25","24","5","thumbs-up"
"Biffy Clyro","Only Revolutions","Many Of Horror","4:19","29","5","thumbs-up"
"Muse","Black Holes & Revelations","Map Of The Problematique","4:19","14","4",""
"Muse","Radio 1","Map of the Problematique [D. Ramirez Remix]","3:29","9","4",""
"Yeah Yeah Yeahs","Fever To Tell","Maps","3:40","35","5","thumbs-up"
"Tenacious D","The Pick Of Destiny","Master Exploder","2:25","4","4",""
"Vader","WWE - The Music Vol.2","Mastodon","3:10","27","4",""
"Tool","Salival","Maynard's Dick","3:44","18","4",""
"Sonic Boom Six","Arcade Perfect","Meanwhile, Back In The Real World","2:57","8","4",""
"A.F.I.","Crash Love","Medicate","4:21","26","4",""
"Bring Me The Horizon & Draper","The Chillout Sessions","Memorial/Blessed With A Curse","6:46","12","4",""
"Metallica","ReLoad","The Memory Remains","4:40","26","4",""
"Anamanaguchi","Endless Fantasy (Advance)","Meow","3:34","10","4",""
"Bloc Party","Intimacy","Mercury","3:51","19","4",""
"Tenacious D","The Pick Of Destiny","The Metal","2:46","9","4",""
"Fozzy","Hell Bent Forever - a Tribute to Judas Priest","Metal Gods","3:59","10","4",""
"Fozzy","Unreleased Rarities & Demos Vol. 1","Metal Gods [Rough Mix w/ Duke's Vocals]","3:58","10","4",""
"Alter Bridge/Edge","WWE","Metalingus [WWE Edit]","7:11","17","4",""
"Wax Audio","Mashopolos","Metallica Goes To Punjab","3:55","36","4",""
"Fountains of Wayne","Welcome Interstate Managers","Mexican Wine","3:23","15","4",""
"Jasper Byrne","Hotline Miami","Miami","3:20","13","4",""
"Faith No More","Tony Hawk's Underground 2 OST","Midlife Crisis","4:17","26","4",""
"Faith No More","The Very Best Definitive Ultimate Greatest Hits Collection","Midlife Crisis","4:22","22","5","thumbs-up"
"OK Go","Oh No","A Million Ways","3:14","20","4",""
"Tiga","Mind Dimension","Mind Dimension 2","5:41","45","5","thumbs-up"
"Chase & Status","Radio 1","Mini Mix 17/10/2008","5:15","16","4",""
"Caspa","Radio 1","Mini Mix 3/3/2009","5:17","14","4",""
"Innerpartysystem","Innerpartysystem Mixtape: Spring 2010","Mini Mixtape - Spring 2010 (Volume 1)","19:09","3","4",""
"Innerpartysystem","Innerpartysystem Mixtape: Spring 2010","Mini Mixtape - Spring 2010 (Volume 2)","10:49","7","4",""
"The Undertaker","WWE - The Music Vol.4","Ministry","4:19","26","4",""
"A.F.I.","Sing the Sorrow","Miseria Cantare: The Beginning","2:57","56","5","thumbs-up"
"Paramore","Riot!","Misery Business","3:32","48","5","thumbs-up"
"Emilie Autumn","Opheliac","Misery Loves Company","4:28","33","5","thumbs-up"
"Celldweller","Mash-Up Your Bootz Party Vol. 64","Miss Murder's Personal Jesus (Celldweller Klash-Up) [Celldweller]","5:42","5","4",""
"The Dresden Dolls","A is for Accident","Missed Me","4:49","6","4",""
"Bastian","TheBurningEar.com Best Party Songs of 2011","Mixed Messages","3:11","21","5","thumbs-up"
"Deadmau5","For Lack Of A Better Name","Moar Ghosts N Stuff","4:31","13","4",""
"Fozzy","Happenstance","The Mob Rules","3:19","23","5","thumbs-up"
"Marilyn Manson","Lest We Forget","mOBSCENE","3:27","16","4",""
"El Huervo/Eminem","Remix","Mocking Daisuke","4:13","7","4",""
"I Fight Dragons","Cool Is Just a Number","Money","3:20","28","4",""
"Foo Fighters","The Colour and the Shape","Monkey Wrench","3:52","16","4",""
"The Automatic","Not Accepted Anywhere","Monster","3:42","19","4",""
"Trey Parker & Matt Stone","Team America World Police (Music from the Motion Picture)","Montage","2:03","22","4",""
"Robin Skouteris","ReIncarnation","The Moonlight Hotel  (Beethoven / Eagles / Maria Callas)","5:23","5","4",""
"Team Teamwork","Vinyl Fantasy 7","M.O.P. - Ante Up (Battle)","3:43","30","4",""
"Andrea True","Disco Collection [EP]","More, More, More","3:07","8","4",""
"Boston","Rock Monsters (Disc 2)","More Than A Feeling","3:23","24","5","thumbs-up"
"Star Slinger","TheBurningEar's 2011 Summer Megamix","Mornin'","2:12","28","4",""
"A.F.I.","The Art of Drowning","Morningstar","3:18","46","5","thumbs-up"
"Roxy Music","How I Met Your Mother Season 1 OST","Mother Of Pearl","6:52","8","4",""
"Roxy Music","","Mother Of Pearl","6:52","8","4",""
"CHVRCHES","The Mother We Share","The Mother We Share","3:10","25","5","thumbs-up"
"The Lonely Island","Turtleneck & Chain","Motherlover (feat. Justin Timberlake)","2:50","25","5","thumbs-up"
"Alex Gopher","Kitsuné Maison Compilation 3","Motorcycle [Wet Clutch Short Edit]","4:05","15","4",""
"Biffy Clyro","Only Revolutions","Mountains","3:22","9","4",""
"The Wombats","The Wombats Proudly Present… A Guide To Love, Loss and Desperation","Moving to New York","3:31","7","4",""
"Rusko","Mr. Chips/Hammertime [EP]","Mr. Chips","4:40","10","4",""
"Rusko","FabricLive.37","Mr Chips","2:13","9","4",""
"Ozzy Osbourne","Prince of Darkness","Mr. Crowley","4:56","25","4",""
"Ozzy Osbourne","Greatest Hits","Mr. Crowley","4:56","25","4",""
"Eels","Daisies of the Galaxy","Mr. E's Beautiful Blues","4:03","20","4",""
"Styx","How I Met Your Mother Season 1 OST","Mr. Roboto","5:29","29","4",""
"The Lemonheads","100 Hits: Rock (Disc 2)","Mrs. Robinson","3:46","20","4",""
"Elliott Berlin","Hotline Miami","Musikk per automatikk","2:50","4","4",""
"Knoc-Turn'al","L.A. Confidential Presents: Knoc-Turn'al","Muzik","3:33","21","4",""
"D12","D12 World","My Band","4:59","14","4",""
"Arcade Fire","Neon Bible","My Body Is A Cage","4:48","26","4",""
"Colin Hay","Scrubs OST Vol. 2","My Brilliant Feat","3:27","5","4",""
"Killswitch Engage","As Daylight Dies","My Curse","4:06","57","5","thumbs-up"
"The White Stripes","Get Behind Me Satan","My Doorbell","4:02","9","4",""
"Neil Patrick Harris & Felicia Day","Dr. Horrible's Sing-Along Blog OST","My Eyes","2:48","14","4",""
"Neil Patrick Harris","Dr. Horrible's Sing-Along Blog OST","My Freeze Ray","1:55","13","4",""
"New Found Glory","Sticks and Stones","My Friends Over You","3:41","20","4",""
"Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","My Generation","3:42","7","4",""
"Regina Spektor","Boardwalk Empire Vol. 1 OST","My Man","2:51","29","5","thumbs-up"
"Lit","100 Hits: Indie [Disc 3]","My Own Worst Enemy","2:52","16","4",""
"Triple H","WWE - The Music Vol.4","My Time","3:28","27","4",""
"Minus the Bear","Omni","My Time","4:06","4","4",""
"Limp Bizkit","Supercharged","My Way","4:33","15","4",""
"Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","My Way","4:34","10","4",""
"Jeff Jarrett","TNA - 3rd Degree Burns","My World","2:02","19","4",""
"Transmissions","My World [single]","My World","3:11","31","4",""
"Fozzy","All That Remains","Nameless Faceless","3:29","10","4",""
"The Lonely Island","Incredibad","Natalie's Rap (feat. Natalie Portman & Chris Parnell)","2:27","48","5","thumbs-up"
"Ice Cube & Dr. Dre","Featuring… Ice Cube","Natural Born Killaz","4:17","22","5","thumbs-up"
"FM Racket","ECW - Anarchy Rocks","Natural Born Killaz","4:21","15","4",""
"Samantha Fox","Clerks II OST","Naughty Girls (Need Love Too)","3:23","21","5","thumbs-up"
"Jack Off Jill","Clear Hearts Grey Flowers","Nazi Halo","2:42","22","4",""
"Annie Clark and Daniel Hart of SV","Beck's Record Club - INXS covers","Need You Tonight","3:40","12","4",""
"Nightwish","Once","Nemo","4:37","12","4",""
"FantomenK","OSW Review","Neo Geo (Instrumental)","3:52","13","5","thumbs-up"
"Rick Astley","Whenever You Need Somebody","Never Gonna Give You Up","3:34","23","5","thumbs-up"
"Rob Zombie","Past, Present & Future","Never Gonna Stop (The Red Red Kroovy)","3:11","10","4",""
"Florence + The Machine","Ceremonials","Never Let Me Go","4:32","4","4",""
"Mindless Self Indulgence","If","Never Wanted To Dance","3:09","7","4",""
"LCD Soundsystem","Sound of Silver","New York, I Love You But You're Bringing Me Down","5:36","23","5","thumbs-up"
"Brock Lesnar","WWE","Next Big Thing [2012 Single Edit]","3:03","28","4",""
"Dr. Dre","2001","The Next Episode","2:42","19","4",""
"Dr. Dre","2001 (Explicit Version)","The Next Episode (Explicit)","2:42","19","4",""
"Jay-Z & Kanye West","TheBurningEar.com Best Party Songs of 2011","Niggas In Paris","3:40","22","5","thumbs-up"
"Jay-Z & Kanye West","Niggas In Paris - Single","Niggas In Paris","3:40","23","5","thumbs-up"
"Bouncing Souls","Anchors Aweigh","Night Train","3:01","10","4",""
"Tegan & Sara","The Con","Nineteen","2:57","19","4",""
"Silverclub","No Application","No Application","3:49","6","4",""
"The Offspring","Americana","No Brakes","2:03","6","4",""
"Florence + The Machine","Ceremonials","No Light, No Light","4:35","4","4",""
"EndeverafteR/Jeff Hardy","WWE","No More Words [WWE Edit]","3:11","17","4",""
"Queens of the Stone Age","Songs For The Deaf","No One Knows","4:39","16","4",""
"Talking Heads","Clerks II OST","(Nothing But) Flowers","5:33","25","5","thumbs-up"
"Paramore","Paramore","Now","4:11","36","5","thumbs-up"
"UPO","ECW - Anarchy Rocks","Now You Want Me","3:49","7","4",""
"Linkin Park","Meteora","Numb","3:07","11","4",""
"Linkin Park","Meteora","Numb","3:08","13","4",""
"Jay-Z/Linkin Park","Collision Course","Numb/Encore","3:26","22","5","thumbs-up"
"Veruca Salt","American Thighs","Number One Blind","3:44","3","4",""
"Blake Robinson","YouTube","Nyan Cat the Movie.mp3","8:16","8","4",""
"Caribou","Swim","Odessa","5:16","37","4",""
"The Beatles","Abbey Road","Oh Darling","3:27","15","4",""
"New Age Outlaws","WWE - The Music Vol.3","Oh, You Didn't Know","3:01","16","4",""
"dEUS","Vantage Point","Oh Your God","3:52","24","4",""
"Fishy","Voices of the Lifestream (Disc 4 - Order)","Omnislash (Hurry Up)","4:10","13","4",""
"Metallica","…And Justice for All","One","7:28","30","4",""
"Swedish House Mafia","Superclub [Disc 1 - Cream]","One","3:41","32","4",""
"The Offspring","Conspiracy Of One","One Fine Day","2:46","10","4",""
"Bob Marley","Legend","One Love/People Get Ready","2:52","11","4",""
"Murray Head","Chess (1986 London Concept Cast)","One Night in Bangkok","3:51","27","4",""
"Breaking Point/Rob Van Dam","WWE","One of a Kind [WWE Edit]","2:15","28","4",""
"Paramore","Paramore","(One Of Those) Crazy Girls","3:33","15","4",""
"Linkin Park","Hybrid Theory","One Step Closer","2:37","18","4",""
"Linkin Park","Hybrid Theory","One Step Closer","2:38","16","4",""
"Finger Eleven","Finger Eleven","One Thing","4:40","13","4",""
"Dr. Lucien Sanchez","Save Darkplace","One Track Lover [Full Mix]","2:56","15","4",""
"Blondie","Back to Back Hits","One Way or Another","3:37","19","4",""
"Florence + The Machine","Ceremonials","Only If For A Night","4:58","8","4",""
"Best Coast","The Only Place","The Only Place","2:43","26","4",""
"Nobuo Uematsu","Final Fantasy VII OST (Disk 1)","Opening/Bombing Mission","3:57","13","4",""
"Emilie Autumn","Opheliac","Opheliac","5:33","33","5","thumbs-up"
"Emilie Autumn","4 O'Clock [EP]","Organ Grinder","3:21","19","4",""
"The Offspring","Conspiracy Of One","Original Prankster","3:41","8","4",""
"Type O Negative","Life Is Killing Me","Out of the Fire (Kane's Theme)","3:24","14","4",""
"Hot Chip","The Warning","Over and Over","5:48","15","4",""
"Sum 41","Does This Look Infected?","Over My Head (Better off Dead)","2:29","6","4",""
"Fozzy","Fozzy","Over The Mountain","4:32","16","4",""
"Ozzy Osbourne","Greatest Hits","Over The Mountain","4:32","12","4",""
"Men At Work","The Best Of Men At Work: Contraband","Overkill","3:44","18","5","thumbs-up"
"A Perfect Circle","Thirteenth Step","The Package","7:41","5","4",""
"Jimmy Eat World","Futures","Pain","2:48","22","4",""
"Vladimir Kozlov","WWE - The Music Vol.9 - Voices","Pain","2:55","14","4",""
"M.I.A.","Kala","Paper Planes","3:26","17","4",""
"Bassnectar","Divergent Spectrum","Parade Into Centuries [2011 Version]","3:54","3","4",""
"Guns N' Roses","Appetite For Destruction","Paradise City","6:49","18","5","thumbs-up"
"Black Sabbath","Rock Monsters (Disc 1)","Paranoid","2:48","21","5","thumbs-up"
"M O O N","Hotline Miami","Paris","4:18","21","4",""
"Ladyhawke","Paris Is Burning","Paris Is Burning [Innerpartysystem Mix]","5:36","10","4",""
"Andrew W.K.","I Get Wet","Party Hard","3:05","22","5","thumbs-up"
"Andrew W.K.","Aqua Teen Hunger Force Colon Movie Film for Theaters Colon the Soundtrack","Party Party Party","1:57","11","4",""
"LMFAO","Sorry for Party Rocking","Party Rock Anthem (feat. Lauren Bennett & Goon Rock)","4:19","59","5","thumbs-up"
"DMX","Zack and Miri Make a Porno OST","Party Up (Up in Here)","4:38","42","5","thumbs-up"
"Tinie Tempah","Disc-Overy","Pass Out","4:29","26","4",""
"Keane","Remix","Perfect Symmetry [Innerpartysystem Remix]","5:46","6","4",""
"Dimmu Borgir","Puritanical Euphoric Misanthropia","Perfection Or Vanity","3:37","11","4",""
"Cake","Fashion Nugget","Perhaps, Perhaps, Perhaps","2:24","12","4",""
"Ozzy Osbourne","Greatest Hits","Perry Mason","5:54","19","5","thumbs-up"
"Marilyn Manson","Lest We Forget","Personal Jesus","4:07","29","5","thumbs-up"
"Tenacious D","The Pick Of Destiny","Pick Of Destiny","2:32","2","4",""
"Mr Scruff vs Kirsty Almeida","Pickled Spider [EP]","Pickled Spider","7:49","6","4",""
"Chase & Status","More Than Alot","Pieces (feat. Plan B)","4:50","20","4",""
"Yeah Yeah Yeahs","Fever To Tell","Pin","2:00","21","4",""
"Eric Prydz","Breakdown 2009: Very Best of Euphoric Dance","Pjanoo","2:59","14","4",""
"Linkin Park","Remix","A Place For My Head [Critical Noise Dubstep Remix]","4:42","16","4",""
"Reef","100 Hits: Rock (Disc 3)","Place Your Hands","3:38","11","4",""
"Anamanaguchi","Endless Fantasy (Advance)","Planet","4:21","22","5","thumbs-up"
"Muse","Origin of Symmetry","Plug in Baby","3:38","21","5","thumbs-up"
"Bell Biv DeVoe","Poison","Poison","4:22","24","5","thumbs-up"
"Alice Cooper","Spark In The Dark: The Best Of Alice Cooper","Poison","4:28","19","5","thumbs-up"
"Breaking Benjamin","Saturate","Polyamorous","2:57","4","4",""
"London Philharmonic Orchestra & David Parry","The 99 Most Essential Pieces of Classical Music","Pomp and Circumstance, Op. 39: Land of Hope and Glory","5:46","23","4",""
"Elocnep","Remix","Pon De Bonkers [Dizzie Rascal vs Major Lazer]","3:44","19","4",""
"Weezer","Weezer [Red Album]","Pork And Beans","3:10","15","4",""
"Huey Lewis & The News","Huey Lewis & The News: Greatest Hits","The Power of Love","3:55","20","5","thumbs-up"
"Monster Magnet","Powertrip","Power Trip","3:32","1","5","thumbs-up"
"KiD CuDi","a KiD named CuDi","The Prayer","3:39","9","4",""
"Skindred","Babylon","Pressure","3:29","30","4",""
"Paramore","All We Know Is Falling","Pressure","3:06","20","4",""
"The Zutons","Who Killed…… The Zutons","Pressure Point","3:16","8","4",""
"The Offspring","Americana","Pretty Fly (For A White Guy)","3:09","25","4",""
"Paramore","Paramore","Proof","3:15","21","5","thumbs-up"
"Pendulum","In Silico","Propane Nightmares","5:14","28","5","thumbs-up"
"Trivium","Ascendancy","Pull Harder on the Strings of Your Martyr","4:52","25","4",""
"Dimmu Borgir","Puritanical Euphoric Misanthropia","Puritania","3:07","12","5","thumbs-up"
"D12","Devil's Night","Purple Pills","5:05","11","4",""
"No Doubt","Push and Shove","Push and Shove (feat. Busy Signal, Major Lazer)","5:07","14","4",""
"Hamster Alliance","Online Exclusive","Quake Theme (remix)","3:18","17","4",""
"Garbage","Garbage","Queer","4:37","22","5","thumbs-up"
"Old 97's","Scrubs OST Vol. 2","Question","2:16","8","4",""
"Deadmau5","At Play: 10 Full Length DJ Friendly Tracks Vol. 2","R My Dreams (Deadmau5 vs Bille Newton-Davis)","6:01","4","4",""
"Jack Off Jill","Clear Hearts Grey Flowers","Rabbiteen","3:18","9","5","thumbs-up"
"Zack Ryder","WWE - The Music Vol.10 - A New Day","Radio","4:03","19","4",""
"The National","Game Of Thrones Seaon 2 OST","The Rains Of Castomere","2:25","17","5","thumbs-up"
"Sonic Boom Six","Sounds To Consume [Champion Edition]","Rape Of Punk To Come","4:13","8","4",""
"The Lonely Island","Incredibad","Ras Trent","2:06","43","4",""
"cKy","Carver City","Rats in the Infirmary","3:31","14","5","thumbs-up"
"Jonathan Coulton","Thing a Week Two","Re: Your Brains","4:33","13","4",""
"John Zandig","CzW","Ready For War? [CzW Theme]","2:44","9","4",""
"Andrew W.K.","I Get Wet","Ready To Die","2:55","22","4",""
"Rick Derringer/Hulk Hogan","WWE - The Wrestling Album","Real American [Full]","3:48","37","5","thumbs-up"
"Prince Devitt","NJPW","Real Rock 'N' Rolla","4:17","12","4",""
"Alberto Del Rio","WWE","Realeza","3:24","31","4",""
"Limp Bizkit","Significant Other","Rearranged","5:55","7","4",""
"Curtis Axel","WWE","Reborn","2:12","12","4",""
"Bonobo","Solid Steel Presents: It Came from the Sea","Recurring","4:52","5","4",""
"Lamb of God","Sacrament","Redneck","3:41","17","4",""
"William Regal","WWE","Regality","3:41","20","4",""
"Rammstein","Reise, Reise","Reise, Reise","4:12","7","4",""
"Frankie Goes To Hollywood","Ministry Of Sound - Electronic 80s 2 [Disc 2]","Relax","3:57","5","4",""
"Tegan & Sara","The Con","Relief Next To Me","3:01","2","4",""
"Florence + The Machine","Ceremonials","Remain Nameless","4:02","2","4",""
"Fort Minor","The Rising Tied","Remember the Name (feat. Styles of Beyond)","3:51","9","4",""
"Tinylightsbelow","Remix","Remember the Voodoo People","4:13","20","4",""
"DJ Stroke","DJ Stroke Presents: Rap vs Rock","Remember To Get Back From 10 Bulls on Parade","3:42","16","4",""
"Rage Against The Machine","Renegades","Renegades of Funk","4:35","12","4",""
"Satyricon","Volcano","Repined Bastard Nation","5:44","28","4",""
"Deadmau5","Reward Is More Cheese//Desynchronised","The Reward Is More Cheese (Original Mix)","6:14","6","4",""
"Yeah Yeah Yeahs","Fever To Tell","Rich","3:37","21","4",""
"Fozzy","Fozzy","Riding On The Wind","3:11","15","4",""
"Sidney Samson","Riverside [single]","Riverside [Original Mix]","5:21","34","5","thumbs-up"
"Tenacious D","Rize Of The Fenix","Rize Of The Fenix","5:54","4","4",""
"Tenacious D","Live at Brixton Academy","The Road","3:23","6","4",""
"Tenacious D","Tenacious D","The Road","2:19","12","4",""
"KISS","Dressed To Kill","Rock & Roll All Nite","2:47","16","4",""
"Caspa & Rusko","FabricLive.37","Rock Bottom","3:23","12","4",""
"The Ramones","Ramones Mania","Rock 'n' Roll High School","2:20","19","4",""
"Def Leppard","Pyromania","Rock Of Ages","4:08","11","5","thumbs-up"
"N.E.R.D.","In Search Of…","Rock Star","4:20","27","5","thumbs-up"
"The Clash","The Essential Clash (Disc 2)","Rock the Casbah","3:43","6","4",""
"Europe","100 Hits: Rock (Disc 3)","Rock The Night","4:05","16","4",""
"Tenacious D","Live at Brixton Academy","Rock Your Socks","4:25","10","4",""
"Tenacious D","Tenacious D","Rock Your Socks","3:32","13","4",""
"Guns N' Roses","Appetite For Destruction","Rocket Queen","6:15","10","4",""
"new World order","wCw","Rockhouse","2:10","28","4",""
"Cake","Motorcade of Generosity","Rock'n'Roll Lifestyle","4:15","6","4",""
"Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","Rollin' (Air Raid Vehicle)","3:35","29","5","thumbs-up"
"John Legend","TheBurningEar.com Best Covers of 2011","Rolling in the Deep (Adele Cover)","3:25","11","4",""
"Adele","Rolling In the Deep [EP]","Rolling In the Deep (Jamie xx Shuffle) ( feat. Childish Gambino)","4:37","52","4",""
"Lostprophets","Liberation Transmission","Rooftops (A Liberation Broadcast)","4:12","12","4",""
"Strange Talk","Roxanne","Roxanne","4:16","32","5","thumbs-up"
"Cat Power","Sun","Ruin","4:34","24","4",""
"Van Halen","The Best of Van Halen, Vol. 1","Runnin' With The Devil","3:33","17","4",""
"Placebo","Bones OST","Running Up That Hill","4:54","17","5","thumbs-up"
"Placebo","Covers","Running Up That Hill","4:54","17","5","thumbs-up"
"Johnny Cash","Ring Of Fire: The Legend of Johnny Cash","Rusty Cage","2:50","18","5","thumbs-up"
"Yeah Yeah Yeahs","Mosquito","Sacrilege","3:51","9","4",""
"Wax Audio","Mashopolos II - The Mashening","Sad But Superstitious","4:54","14","4",""
"Men Without Hats","The Silver Collection","Safety Dance","2:45","7","4",""
"Pendulum","Immersion","Salt In The Wounds","6:40","17","4",""
"Metric","Fantasies","Satellite Mind","3:43","13","4",""
"Chase & Status","Against All Odds (feat. Kano) [single]","Saxon","5:39","17","4",""
"Reel Big Fish","Turn The Radio Off","Say Ten","2:12","8","4",""
"Scatman John","Scatman (Ski-Ba-Bop-Ba-Dop-Bop) - EP (Mixes By Alex Christensen & Frank Peterson)","Scatman (Ski-Ba-Bop-Ba-Dop-Bop)","3:34","15","4",""
"Alice Cooper","School's Out","School's Out","3:30","27","4",""
"Lustra","Eurotrip OST","Scotty Doesn't Know","2:57","10","4",""
"Cat Power","Juno OST","Sea Of Love","2:20","7","4",""
"Yeah Yeah Yeahs","Spiderman 3 OST","Sealings","4:34","9","4",""
"The Polyphonic Spree","Together We're Heavy","Section 12 (Hold Me Now)","4:31","9","4",""
"Bassnectar","Miscellaneous","Seek & Destroy (Bassnectar Remixxx)","5:40","12","4",""
"Metallica","wCw Mayhem - The Music","Seek & Destroy [Live]","7:02","28","5","thumbs-up"
"Veruca Salt","American Thighs","Seether","3:17","7","4",""
"The Offspring","Smash","Self Esteem","4:18","9","5","thumbs-up"
"Reel Big Fish","Turn The Radio Off","Sell Out","3:48","20","5","thumbs-up"
"Rusted Root","Cruel Sun","Send Me On My Way","4:23","19","4",""
"Tippa Irie","Right Back","Sensi","3:58","19","4",""
"Adele","21","Set Fire To The Rain","4:03","7","4",""
"Florence + The Machine","Ceremonials","Seven Devils","5:04","7","4",""
"The White Stripes","Elephant","Seven Nation Army","3:52","8","5","thumbs-up"
"Rig","Remix","Seven Nation Army (EOTL Trailer Remix)","1:08","6","4",""
"lobsterdust","lobsterdust.com","Seven Nation Prayer (Bon Jovi vs. The White Stripes)","3:51","16","4",""
"Strange Talk","TheBurningEar.com Best Party Songs of 2011","Sexual Lifestyle","4:14","36","5","thumbs-up"
"LMFAO","Sorry for Party Rocking","Sexy and I Know It","3:20","9","4",""
"LMFAO/Skrillex","Remix","Sexy and I Know It Bangarang","3:15","2","4",""
"Shawn Michaels","WWE - The Music - Raw Greatest Hits","Sexy Boy","3:22","14","4",""
"Bring Me The Horizon","Sempiternal","Shadow Moses","4:04","29","5","thumbs-up"
"Florence + The Machine","Ceremonials","Shake It Out","4:38","15","4",""
"Florence + The Machine","Ceremonials","Shake It Out (Acoustic)","4:13","9","4",""
"Emilie Autumn","Opheliac","Shalott","4:03","37","5","thumbs-up"
"Reel Big Fish","Turn The Radio Off","She Has A Girlfriend Now","3:06","20","5","thumbs-up"
"Puddle Of Mudd","Supercharged","She Hates Me","3:37","15","4",""
"Andrew W.K.","I Get Wet","She Is Beautiful","3:34","19","4",""
